id,_chapter<jpn>,chapter<eng>,_storyTitle<jpn>,storyTitle<eng>,_storyOutline<jpn>,storyOutline<eng>,_storyTarget<jpn>,storyTarget<eng>
akane1-4,キャラクターエピソード アカネ : 4,Character Episode アカネ : 4,こんな世の中だから,In a World Like This,やるべきことを探している。<br>こんな世の中になってしまって、身体が変容してしまって、だからこそ、今、考えてしまう。<br>できることはいくらでもあると思える。ある意味では、整然としている世の中より、できることはずっと多いかもしれない。<br><br>でも、何をするべきなのか、と問われると、思い浮かぶものは何一つない。,"She is looking for something she needs to do.<br>After the world became like this, after her body began to change, she couldn’t help thinking about it.<br>It feels like there are countless things she could do. In a way, perhaps there are far more things to do now than there were in an orderly world.<br><br>But when she asks herself what she should do, not a single answer comes to mind.",旅を続ける,Continue the journey
akane1-5,キャラクターエピソード アカネ : 5,Character Episode アカネ : 5,やるべきこと,What Must Be Done,ともに時間を過ごした人が、目の前で命を落とした。<br>想像もできない。でも、こんな世の中では、そんなのはよくあることで。彼女たちがどんな思いで日々を生きているのか、わかってあげることはできない。<br><br>そんな死さえ日常で、心を動かすことができないとしたら。<br>なら、何を感じて、彼女たちは生きているのだろう。,"Someone she had spent time with died right in front of her.<br>I can’t imagine it. But in a world like this, things like that are commonplace. I can’t truly understand what they feel as they live through each day.<br><br>If even death like that has become part of everyday life, and they can no longer be moved by it—<br>then what do they feel as they go on living?",旅を続ける,Continue the journey
akane1-6,キャラクターエピソード アカネ : 6,Character Episode アカネ : 6,わたしの、やるべきこと,What I Must Do,やるべきことをやるために、彼女は一人、去っていった。<br>止めることはできなかった。やるべきことというのは、命よりも大切なのだろうか。わからない。彼女自身にだって、きっと優劣はつけられない。<br><br>ただ、それでも。<br>こんな世の中で過ごしていても、自分の信じるものを真っ直ぐに見つめていた彼女のことを、うらやましいと思う。,"She left alone to do what she believed she had to do.<br>I couldn’t stop her. Is what you have to do really more important than your life? I don’t know. Surely even she couldn’t say that one was more important than the other.<br><br>Even so.<br>I envied her for being able to look straight at what she believed in, even while living in a world like this.",-,-
minamo1-1,キャラクターエピソード ミナモ : 1,Character Episode ミナモ : 1,恩人,Benefactor,ナツノが一度捨てたスマホを、彼女のところまで届けてくれた少女──ミナモと再会した。<br><br>彼女は今も、行く先もなく放浪しているらしい。ミナモはナツノと顔を合わせることに気まずさを感じていたようだけれど、二人が話しているのを聞くと、どうしてか穏やかな気持ちになった。,"I reunited with Minamo, the girl who had delivered the smartphone Natsuno once threw away back to her.<br><br>Apparently, she is still wandering without anywhere to go. Minamo seemed awkward about facing Natsuno, but listening to the two of them talk somehow left me feeling at ease.",旅を続ける,Continue the journey
minamo1-2,キャラクターエピソード ミナモ : 2,Character Episode ミナモ : 2,息苦しさの中で,In a Stifling World,世の中の生きづらさとか、息苦しさとか。そういうものから解放されて、自由な世界を満喫している。<br>終わってしまった、何もないこの世界を、ミナモは受け入れているようだった。でも、前向きな心持ちかというと、そうでもないように見える。<br><br>目的はないけれど、強いて挙げるなら、道場を探しているらしい。道場を見つけたとき、彼女は何を思うのだろう。,"She had been freed from the difficulty and suffocating pressure of living in the world, and was enjoying a world where she could be free.<br>Minamo seemed to have accepted this empty world after everything had ended. But it didn’t feel like she was looking forward to it, either.<br><br>She has no particular goal, but if she had to name one, she seems to be looking for a dojo. I wonder what she will think when she finds one.",道場を探す,Search for a dojo
minamo1-3,キャラクターエピソード ミナモ : 3,Character Episode ミナモ : 3,息苦しさの中で,In a Stifling World,望んで選んだわけではないものを、他人から押しつけられたものを、どうしてあんな風に受け入れられるのだろう──かつての先輩に抱いてた気持ちを、ミナモが小さく漏らした。<br><br>その話を、彼女はすぐにやめてしまった。何もない世界だけれど、彼女は今でも、何かを追い続けているかもしれないと、そう思った。,"Why can she accept so easily the things she never chose for herself, the things other people forced upon her?—Minamo quietly let out what she had once felt about an older student.<br><br>She quickly stopped talking about it. Even in this empty world, I felt that perhaps she was still searching for something.",道場を探す,Search for a dojo
minamo1-4,キャラクターエピソード ミナモ : 4,Character Episode ミナモ : 4,息苦しさの中で,In a Stifling World,何か問題があったわけではない。不自由なことなんて、何一つない。それでも、どうしてか生きづらくて。わかりやすい原因がないからこそ、解決することもできなくて。<br><br>どうして、みんなみたいに生きられなかったのだろう。<br>独り言のようにそう言う彼女は、今でも、世界が終わる前の苦しみの中にいるようだった。,"There wasn’t any particular problem. There was nothing she was forbidden from doing, nothing she couldn’t have. And yet, for some reason, she found it hard to live. Because there was no obvious cause, there was no way to solve it either.<br><br>Why couldn’t she live like everyone else?<br>When she said that almost to herself, she still seemed trapped in the pain she had felt before the world ended.",道場を探す,Search for a dojo
minamo1-5,キャラクターエピソード ミナモ : 5,Character Episode ミナモ : 5,息苦しさの中で,In a Stifling World,大きな学校の中に、道場を見つけた。<br>息苦しさを思い出す、とミナモは言う。でも本当に苦しかったのは、その息苦しさよりも、そう感じているのが自分だけみたいに思えたこと。みんなが、平気そうに見えたこと。<br><br>どうして自分は、他人にとっての当たり前を「気持ち悪い」なんて思ってしまうのだろう。今でもわからない、と彼女はどこか遠くを見る。,"We found a dojo inside a large school.<br>It reminded Minamo of that suffocating feeling, she said. But what had really hurt wasn’t the feeling itself—it was thinking she was the only one who felt that way. Everyone else had seemed perfectly fine.<br><br>Why did she have to think that what was ordinary for everyone else was “disgusting”? She still didn’t know, she said, staring off into the distance.",ミナモと手合わせをする,Practice kendo with Minamo
minamo1-6,キャラクターエピソード ミナモ : 6,Character Episode ミナモ : 6,わたしらしく、,Being Myself,世の中は生きづらいと思う。それはきっと、間違った感覚じゃない。<br>でも、そんな世の中で希望をもって生きている人たちの見る景色を、自分も見てみたいと思うことができて。向き合ってみようと思えて。なのに、そんなときに世界は崩れ去ってしまった。<br><br>向き合う世界がなくなってしまった。なら、自分の思うように生きてみると彼女は言う。自分らしく生きるというのがどういうことなのか──いつか、答えを見つけられたらいい。,"The world is difficult to live in. That feeling probably isn’t wrong.<br>But she had started to think that she wanted to see the world as the people who lived in it with hope saw it. She wanted to face it. And just when she had reached that point, the world collapsed.<br><br>There was no world left for her to face. So she said she would try living the way she wanted. What does it mean to live as herself?—Maybe someday she’ll find the answer.",-,-
hinase1-1,キャラクターエピソード ヒナセ : 1,Character Episode ヒナセ : 1,バイクで旅する女性,The Woman Traveling by Motorcycle,道の真ん中で、大きなバイクが立ち往生していた。<br>故障してしまったらしい。バイクの持ち主の女性、ヒナセとともに、修理するための部品を集めて旅することになった。<br><br>マニュアルを読んだり、分解したりしたから、機械にはそれなりに詳しいらしい。聡明そうだけれど、どこかマイペースな彼女は、バイクに乗ってどこを目指していたのだろう。,"A large motorcycle had broken down in the middle of the road.<br>Its owner, a woman named Hinase, apparently couldn’t get it running. I ended up traveling with her to gather the parts she needed to repair it.<br><br>She seems to know her way around machines, having read manuals and taken things apart herself. She seems intelligent, but also very much in her own world. Where had she been headed on that motorcycle?",バイクの部品を探す,Search for motorcycle parts
hinase1-2,キャラクターエピソード ヒナセ : 2,Character Episode ヒナセ : 2,バイクで旅する女性,The Woman Traveling by Motorcycle,見たことのないものを、見てみたい。<br>家に籠って本ばかり読んでいたという彼女は、いろんなものを見て回りたくて、旅をしているのだという。<br><br>育ちがよくて聡明な彼女は、彼女なりに、今まで得ることができなかった何かを、こんな世界で探し出そうとしているようだった。,"I want to see things I’ve never seen before.<br>She said she had spent most of her time at home reading books, and now she was traveling because she wanted to see all kinds of things for herself.<br><br>She was well educated and intelligent, and in her own way, she seemed to be searching in this world for something she had never been able to find before.",バイクの部品を探す,Search for motorcycle parts
hinase1-3,キャラクターエピソード ヒナセ : 3,Character Episode ヒナセ : 3,バイクで旅する女性,The Woman Traveling by Motorcycle,ヒナセと森を歩いた。<br>初めて来た森のような気がする。でも、どうしてそう思うのか、うまく説明できない。<br><br>都会の、コンクリートとアスファルトに囲まれたところで暮らしていて、何か失くしてしまったものがあるような気がする。それが何なのか、はっきりとはわからない。ただ、失くしている感覚だけがあって、それが、彼女を突き動かしている。,"I walked through the forest with Hinase.<br>It felt like the first time I had ever been there. But I couldn’t explain why I felt that way.<br><br>She had lived surrounded by concrete and asphalt in the city, and felt as though she had lost something. She didn’t know exactly what it was. All she had was the feeling that something was missing, and that feeling was what kept driving her forward.",バイクの部品を探す,Search for motorcycle parts
hinase1-4,キャラクターエピソード ヒナセ : 4,Character Episode ヒナセ : 4,何か、忘れている気がして,Feeling Like I’ve Forgotten Something,知識があるだけで、何も知らない気がする。そんな漠然とした不安を、彼女はずっと抱えてきた。漠然とし過ぎて、どうすることもできないまま。<br><br>何かを忘れている気がする。いつかこの「私」は、消えてなくなってしまって、あとには何も残らないような気がする。<br>今までなら、日々の忙しさに埋もれてしまっていただろう。そういうおぼろげな不安が、こんな世界だからこそ、目を背けられないくらいはっきりと立ちはだかってくるのかもしれないと思った。,"She had always felt that, despite having knowledge, she somehow knew nothing. It was a vague anxiety she had carried for a long time, too vague to do anything about.<br><br>She felt like she had forgotten something. Someday, this “me” would disappear, leaving nothing behind.<br>In the past, the busyness of everyday life would have buried that vague anxiety. But perhaps, in a world like this, it had become too clear to look away from.",バイクの部品を探す,Search for motorcycle parts
hinase1-5,キャラクターエピソード ヒナセ : 5,Character Episode ヒナセ : 5,森の中にいる、ということ,Being in the Forest,森の大きさを感じる。この森が、今の姿になるまでにかかった、時間の大きさ。<br>その中に、自分もいるのだと彼女は言った。森の中で寝そべって、土の匂いの中に身を沈めていると、自分もこの森の一部なんだという気がしてくる。この身が滅びても、きっとそこから、新しい命が芽吹くだろう。<br><br>消えてなくなったりしない──彼女は、静かに息をする。,"She could feel how vast the forest was—the immense span of time it had taken for it to become what it was now.<br>She said that she was part of it too. Lying in the forest, surrounded by the smell of earth, made her feel like she belonged to it. Even when this body decayed, new life would surely sprout from it.<br><br>It wouldn’t simply disappear—she breathed quietly.",バイクの部品を探す,Search for motorcycle parts
hinase1-6,キャラクターエピソード ヒナセ : 6,Character Episode ヒナセ : 6,バイクで旅する女性,The Woman Traveling by Motorcycle,バイクを修理して、ヒナセはまた一人で走り出した。<br>彼女はこれから、きっといろんなものに出会うだろう。そしてそのすべてに、彼女の歩んだ跡が残っていく。望もうと望むまいと、彼女の歩みは、やがて何かに受け継がれる。<br><br>彼女はバイクに乗って風を受ける。そうやって、この身で感じてやっと見つかるものが、たくさんあるのだろうと、そう思った。,"After repairing her motorcycle, Hinase set off alone again.<br>She would surely encounter all kinds of things from here on. And traces of her journey would be left in all of them. Whether she wanted them to or not, what she left behind would eventually be passed on to something else.<br><br>She rode into the wind on her motorcycle. I thought there must be many things you could only find by feeling them with your own body like that.",-,-
itsuka1-1,キャラクターエピソード イツカ : 1,Character Episode イツカ : 1,同じように生きなくても,We Don’t Have to Live the Same Way,イツカが朝起きて来ないことが多くなった。<br><br>何をしているのでもない、ただ、一緒に暮らしていく中で彼女の生き方が見えてきただけなんだろうと思う。少しずつ遠慮がなくなっているのだと思えば、悪いことでもない。<br><br>ナツノが眠ってしまって一人になった夜、何を考えて過ごしているだろうと思う。,"Itsuka started sleeping in later and later.<br><br>It wasn’t that she was doing anything in particular. I think I was simply beginning to see the way she lived as we spent more time together. If it meant she was slowly becoming less reserved around me, maybe that wasn’t a bad thing.<br><br>On the nights when Natsuno fell asleep and she was left alone, I wondered what she spent her time thinking about.",旅を続ける,Continue the journey
itsuka1-2,キャラクターエピソード イツカ : 2,Character Episode イツカ : 2,深夜,Late at Night,何も解決していない。まだ、見つけられていないだけかもしれない。<br><br>ないものをないと証明するのは難しい。できないかもしれない。まだ見つけられていないだけで、起きたことに原因はあるかもしれない。<br><br>でも、それを求めることでナツノを苦しめたくない──イツカは星の瞬く夜空を見上げる。朝日が昇ってくるまで、ずっと。,Nothing has been resolved. Maybe we just haven’t found the answer yet.<br><br>It’s difficult to prove that something that doesn’t exist truly doesn’t exist. Maybe it can’t be done. Just because we haven’t found it yet doesn’t mean there isn’t a cause for what happened.<br><br>But I don’t want to hurt Natsuno by searching for it—Itsuka looks up at the star-filled night sky. She stays there until the sun rises.,旅を続ける,Continue the journey
itsuka1-3,キャラクターエピソード イツカ : 3,Character Episode イツカ : 3,同じ名前の女性,The Woman with the Same Name,安息の地を求めて旅をする一家と出会った。<br>彼らは少し前に、また別の集団とも出くわしていたらしい。その集団には、異様な魅力をもった女性がいて──その女性の名が、祖母と同じだった。<br><br>祖母と同じ名前の、「寂しさ」を和らげてくれる女性。もしかしたら、この世界にはまだ秘密があるのだろうか？<br>それとも、これもまた、ただの偶然なのだろうか？,We met a family traveling in search of a place where they could live in peace.<br>They had apparently encountered another group not long before. There was a woman among them with an extraordinary presence—and her name was the same as my grandmother’s.<br><br>A woman with my grandmother’s name who could ease “loneliness.” Could there still be some secret hidden in this world?<br>Or was this just another coincidence?,旅を続ける,Continue the journey
itsuka1-4,キャラクターエピソード イツカ : 4,Character Episode イツカ : 4,後悔,Regret,仮想世界は、この現実の世界とは少し違う、「もしかしたらあったかもしれない」世界。この世界では生まれなかった人や、もう死んでしまった人だって生きている。だから──現実では死んでしまった祖母が、仮想世界ではまだ生きているかもしれない。<br><br>それでも、彼女は悩んでいる。誰かを苦しめるなら、真実なんて明らかにしない方がいいのかもしれない。,"A virtual world is slightly different from the real world—a world of things that “might have been.” People who were never born in this world, or who have already died, may still be alive there. So—my grandmother, who died in reality, might still be alive in the virtual world.<br><br>Even so, she is troubled. If revealing the truth would only cause someone pain, maybe it would be better left unknown.",旅を続ける,Continue the journey
itsuka1-5,キャラクターエピソード イツカ : 5,Character Episode イツカ : 5,いくつもの真実,Many Different Truths,馬が合わないクラスメイトだっていた。言うことが正反対で、話がかみ合わないことだってたくさんあった。<br>でも、だからってケンカしないといけないわけじゃない。毎日笑顔で話ができたし、友達だった。<br><br>同じように、考えが違ったって、一緒に生きていくことはできるかもしれない。<br>でも、本当にそうだろうか？　その違いが、あまりにも深いところにあったとき、二人はそれでも一緒にいることができるだろうか？,"There were classmates I didn’t get along with. Sometimes we thought the complete opposite of each other, and often couldn’t see eye to eye.<br>But that didn’t mean we had to fight. We could still smile and talk every day. We were friends.<br><br>Maybe it’s the same when people think differently. Maybe we can still live together.<br>But can we really? If the difference between two people goes too deep, can they still stay together?",旅を続ける,Continue the journey
itsuka1-6,キャラクターエピソード イツカ : 6,Character Episode イツカ : 6,ともに生きるために,To Live Together,イツカは、彼女の求める真実を探すために旅立った。<br>その先で、彼女は何かを見つけるだろうか。彼女が受け入れられて、信じることができる「物語」はあるだろうか。<br>たぶん、彼女次第だろうと思う。目の前にあるものが、どんな風に見えるのか──それはイツカにかかっている。<br><br>再会したとき、二人がともに生きていくことができればいい。<br>いつか、きっと彼女は帰ってくる。,"Itsuka set out to search for the truth she was looking for.<br>Will she find something along the way? Is there a “story” she can accept and believe in?<br>Probably, it depends on her. How she sees the things in front of her—it all depends on Itsuka.<br><br>I hope that when we meet again, the two of them will be able to live together.<br>Someday, surely, she will come back.",-,-
meguru1-1,キャラクターエピソード メグル : 1,Character Episode メグル : 1,放浪する少女,The Wandering Girl,絵を描きながら放浪する少女、メグルと出会った。<br><br>絵を描いているところをまじまじと見られるのは嫌いらしい。彼女は何かを探しているようで、しばしの間、行動をともにすることになる。,"I met Meguru, a girl who wandered from place to place while painting.<br><br>Apparently, she doesn’t like people staring at her while she paints. She seemed to be looking for something, so we ended up traveling together for a while.",画材を探す,Search for art supplies
meguru1-2,キャラクターエピソード メグル : 2,Character Episode メグル : 2,絵を描く少女,The Girl Who Paints,絵具はもちろんなくなるし、壊れてしまったり、長く使っているとだめになってしまうものもある。<br>今はまだ、町から出て行った人々が残した品をあさって確保できる。でもやがて底を尽きるだろう。絵具に限らず、食料や、衣服のようなものだっていずれそうなる。<br><br>かたちのない知識や風習のようなものは、もうとっくに多くが失われてしまった──そう思うと、どうしようもない気持ちになる。,"Paint runs out, of course, and some things break or wear out after being used for a long time.<br>For now, there are still supplies left behind by people who have abandoned the towns, and we can search through them for what we need. But eventually, they will run out. Not just paint, either—food, clothes, everything will eventually run out.<br><br>So much intangible knowledge and tradition has already been lost. Thinking about that leaves me with a helpless feeling.",画材を探す,Search for art supplies
meguru1-3,キャラクターエピソード メグル : 3,Character Episode メグル : 3,絵を描く少女,The Girl Who Paints,母親が絵が好きだったから──絵を描く理由を、彼女はそんな風に語った。<br>幼い頃から、何かと絵に触れる機会が多かったらしい。<br><br>こんなことになってしまう前の彼女の私生活や家庭のようなものがうまく想像できない。気ままで自由に見える彼女は、どんなところで生まれ、育ったのだろう。,"Her mother loved painting—that was how she explained why she painted.<br>Apparently, she had plenty of opportunities to be around art from a young age.<br><br>I can’t really imagine what her private life or family were like before everything became like this. She seems carefree and free-spirited, but where was she born, and how did she grow up?",画材を探す,Search for art supplies
meguru1-4,キャラクターエピソード メグル : 4,Character Episode メグル : 4,絵を描く少女,The Girl Who Paints,彼女はどこかを目指しているらしい。でもそれがどこなのか教えてくれない。<br><br>彼女と話をする中で、少しずつ彼女のもとの暮らしが見えてくる。クラシック音楽、生け花、バレエ、バイオリン......今の彼女の風貌からは想像できないようなことばかりだった。<br>それが嫌になって、今の彼女がある──だけど、それでも絵だけは描き続けている。彼女は悲しげに語った。,"Apparently, she is heading somewhere. But she won’t tell me where.<br><br>As I talk with her, I gradually get a glimpse of what her life used to be like. Classical music, flower arranging, ballet, violin......none of it is what I would have imagined from the way she looks now.<br>She grew tired of all that, and became who she is now—but she still keeps painting. She told me that sadly.",画材を探す,Search for art supplies
meguru1-5,キャラクターエピソード メグル : 5,Character Episode メグル : 5,絵を描く少女,The Girl Who Paints,彼女が住んでいた家を訪れた。<br><br>絵を描くことだけはやめられなかった。<br>好きだからというだけではなく、親に勧められたからというだけではなく、彼女に描かせる何かがあるのだと言う。先祖代々そうしてきた、そういう時間の重さかもしれない。辞めてしまったら今までやってきたことがすべて無駄になってしまう、そういう虚しさかもしれない。<br><br>その気持ちの正体は、彼女自身にさえまだわからない。,"We visited the house where she used to live.<br><br>Painting was the one thing she couldn’t give up.<br>She said it wasn’t simply because she liked it, or because her parents had encouraged her. There was something that made her keep painting. Maybe it was the weight of the time her ancestors had spent doing the same thing. Maybe it was the emptiness of feeling that everything she had done would be meaningless if she stopped.<br><br>Even she still doesn’t know what that feeling really is.",画材を探す,Search for art supplies
meguru1-6,キャラクターエピソード メグル : 6,Character Episode メグル : 6,絵を描き続ける少女,The Girl Who Keeps Painting,彼女はこれからも絵を描き続ける。<br><br>どうして絵を描くのか、そう自問してもやっぱり答えは出ない。<br>でも、いろんなものが失われたり、日々崩れていく中で、描いているこの絵はまだ続いているのだと思う。彼女が今描いているというだけではない、ずっと昔から受け継がれてきた文化や流れの、その先にいる。<br>それが素晴らしいことだと、彼女は前向きに考えることができる。,"She will keep painting.<br><br>Even when she asks herself why she paints, she still can’t find an answer.<br>But with so many things being lost and the world falling apart day by day, she feels that the painting she is working on is still continuing. She is not simply painting something now; she is carrying on a culture and a tradition passed down from long ago.<br>She is able to think of that as something wonderful.",-,-
-,,,,,,,,
kiko2-1,キャラクターエピソード キコ : 2 - 1,Character Episode キコ : 2 - 1,犬と旅する少女,The Girl Traveling with a Dog,かつて飼い犬を探してともに旅した少女、キコと再会した。<br><br>彼女が家族と飼っていた愛犬ミノタローは、ナツノと二人で埋葬した。だから、もちろん、彼女が今連れているのはミノタローではない。彼女はどうして、犬と一緒に歩いていたのだろう。あのあと、彼女に何があったのだろう。,"I reunited with Kiko, the girl I once met while she was traveling with Natsuno in search of her dog.<br><br>Her beloved dog Minotaro, whom she and her family had raised, was buried by Natsuno and Kiko together. So of course, the dog she has with her now isn’t Minotaro. Why was she walking with another dog? What happened to her after that?",動物を探す,Search for animals
kiko2-2,キャラクターエピソード キコ : 2 - 2,Character Episode キコ : 2 - 2,犬と旅する少女,The Girl Traveling with a Dog,ナツノと別れたあと、キコに行く先なんてなかった。<br>愛犬と同じところに行けるなら、それでもいいと思っていた。<br><br>けれど、彼女は町の中で一匹の犬と出会った。かつて誰かに飼われていた犬。もう二度と戻ってこない家族を、ずっと待ち続ける犬。<br>キコは、その弱った犬を放っておくことができなかった。犬の孤独、彼女自身と重なった。<br><br>その出会いだって、ただの偶然。でも、その偶然が、今の彼女をつくっている。,"After parting with Natsuno, Kiko had nowhere to go.<br>She thought she would be fine even if she could go wherever her beloved dog had gone.<br><br>But then she met a dog in town. A dog that had once belonged to someone. A dog that kept waiting for a family who would never come back.<br>Kiko couldn’t leave the weakened dog behind. Its loneliness reminded her of her own.<br><br>Even that meeting was just a coincidence. But that coincidence shaped the person she is now.",動物を探す,Search for animals
kiko2-3,キャラクターエピソード キコ : 2 - 3,Character Episode キコ : 2 - 3,犬と旅する少女,The Girl Traveling with a Dog,彼女は今、町に取り残された動物たちを助けて回っているのだという。<br>キコの家族は、ミノタローと一緒に町を出た。道半ばで別れることになってしまったけれど、そうなるまではずっと一緒だった。けれどすべての動物たちがそうだったわけではない。どうしようもなく、取り残された命がある。<br><br>彼女はキャンプの人々とともに、そういう命を救っている。<br>ミノタローのあとを追おうとしていた頃とは違うけれど、あのときと同じくらい、彼女のことを遠くに感じた。,"Apparently, she now travels around helping animals left behind in the towns.<br>Kiko’s family left town with Minotaro. They were separated partway through the journey, but until then, they had always been together. But not every animal was so lucky. Some lives were simply left behind, with no one able to help them.<br><br>She is saving those lives together with the people at the camp.<br>She is different from the girl who once wanted to follow after Minotaro, but she still feels just as far away.",動物を探す,Search for animals
kiko2-4,キャラクターエピソード キコ : 2 - 4,Character Episode キコ : 2 - 4,犬とともに生きる少女,The Girl Living with a Dog,彼女一人で救える命の数はとても少ない。彼女が救おうと救うまいと、ほんのわずかな差でしかない。世の中は変わったりしないし、未来に違いがあったりしない。<br><br>それでも、彼女はやめない。自分の命を危険に晒しても、死んでしまうよりも苦しいことがある。命を捨てるわけではない、けれど、諦めたくないものがある。<br><br>犬と一緒に去っていく彼女は、出会った頃よりも、ずっとしっかり歩んでいた。,"There are very few lives she can save on her own. Whether she saves them or not makes only the smallest difference. The world won’t change, and the future won’t be any different.<br><br>Even so, she won’t stop. Even if it means risking her own life, there are things more painful than dying. She isn’t throwing her life away, but there are things she refuses to give up on.<br><br>As she left with the dog, she walked with far more confidence than she had when we first met.",-,-
shino2-1,キャラクターエピソード シノ : 2 - 1,Character Episode シノ : 2 - 1,写真を撮る少女,The Girl Who Takes Photos,シノと再会した。<br>初めて出会ったときと変わらない明るさで、彼女は笑った。<br><br>故郷に帰る──彼女はその目的を果たしたらしい。遠い故郷の町に帰り、そしてまたここに戻ってきた。彼女はいったい、どんな旅をしたのだろう。ナツノもいろんなものに出会い、いろんなことを感じた。きっと彼女にも、同じくらいたくさんの思い出があるだろう。,"I reunited with Shino.<br>She smiled with the same brightness she had when we first met.<br><br>She had apparently accomplished what she set out to do: return to her hometown. She went back to that distant town, and then came all the way back here again. What kind of journey did she have? Natsuno had met all kinds of people and experienced all kinds of things. Surely Shino had just as many memories of her own.",写真を撮る,Take photos
shino2-2,キャラクターエピソード シノ: 2 - 2,Character Episode シノ: 2 - 2,写真を撮る少女,The Girl Who Takes Photos,何も思えなかった。<br>故郷の町にたどり着き、憶えているのと変わらない景色を、あるいは無残に変わり果ててしまった姿を見て、でも彼女は何も思うことができなかった。<br><br>本当に何も感じなかったわけではないだろう。けれどそれは彼女が期待していたものではなかった。故郷に帰って、彼女はやっと、自分の本当の気持ちに気がついた。,"She couldn’t feel anything.<br>When she reached her hometown and saw the scenery just as she remembered it—or saw how horribly it had changed—she still couldn’t feel anything.<br><br>It wasn’t that she truly felt nothing. But it wasn’t what she had expected. By returning home, she finally realized how she really felt.",写真を撮る,Take photos
shino2-3,キャラクターエピソード シノ: 2 - 3,Character Episode シノ: 2 - 3,写真を撮る少女,The Girl Who Takes Photos,故郷から離れると、帰りたいと思う。でも帰ってみると、どうして帰りたかったのかわからなくなる。<br>彼女にとって、そこには何もなかった。家族や友人がすでに町を出ていたというだけでなく、何も感じることができなかった。<br><br>なら、故郷に帰りたいと思っていたあの気持ちは勘違いだったのだろうか？　故郷に帰りたかったわけではない？<br>そうではない、と彼女は言う。あの気持ちだって本当だった。いつか虚しく思うとしても、今感じていることは嘘ではない。,"When she is away from her hometown, she wants to go back. But once she returns, she no longer knows why she wanted to.<br>There was nothing there for her. Not only had her family and friends already left the town, but she couldn’t feel anything there anymore.<br><br>So was the feeling that made her want to go home all a misunderstanding? Did she never really want to return?<br>She says that isn’t true. That feeling had been real too. Even if she eventually comes to feel empty about it, what she feels now isn’t a lie.",写真を撮る,Take photos
shino2-4,キャラクターエピソード シノ: 2 - 4,Character Episode シノ: 2 - 4,写真を撮り続ける少女,The Girl Who Keeps Taking Photos,この町だって、誰かにとっての故郷だから──彼女は写真を撮る。<br>その写真を誰かに見せるためかといえば、きっとそうではない。見てくれる人がいたらいい。でも、いなくても彼女は撮り続けるだろう。誰かのために写真に残したいと思う、その気持ちだけで、旅を続けることができる。<br><br>もしいつか後悔しても、今の彼女の気持ちが嘘になるわけではない。<br>彼女は確かな足取りで、今を生きている。,"Because this town is someone’s hometown too, she takes photographs.<br>It isn’t necessarily because she wants someone to see them. It would be nice if someone did. But even if no one ever does, she will probably keep taking them. The simple desire to preserve someone’s home in photographs is enough to keep her traveling.<br><br>Even if she regrets it someday, that won’t make what she feels now a lie.<br>She is living in the present, taking each step with certainty.",-,-
minamo2-1,キャラクターエピソード ミナモ : 2 - 1,Character Episode ミナモ : 2 - 1,村で暮らす少女,The Girl Living in a Village,竹刀を背負った少女、ミナモと再会した。<br>彼女は今、偶然見つけた村で暮らしているらしい。三十人ほどの人々と、井戸水を汲み、畑を耕して生きている。<br><br>そこにはきっと、小さないながらも社会があるだろう。世界がこんな風になってしまう前、彼女が拒んでいた空気が今も漂っている。それでも彼女は望んで、その息苦しさの中で生きようとしていた。,"I reunited with Minamo, the girl carrying a bamboo sword on her back.<br>Apparently, she now lives in a village she happened to find. About thirty people live there, drawing water from a well and cultivating fields to survive.<br><br>There must be a small society there, despite its size. The same atmosphere she once rejected before the world became like this still lingers there. Even so, she has chosen to live within that suffocating feeling.",役立つものを探す,Search for useful supplies
minamo2-2,キャラクターエピソード ミナモ : 2 - 2,Character Episode ミナモ : 2 - 2,剣道を教える少女,The Girl Who Teaches Kendo,彼女は、村の子供たちに剣道を教えているらしい。こんな世では、自由に遊びまわるのも難しいだろう。子供たちにとっては、いい退屈しのぎかもしれないと彼女は言う。<br><br>なんだかんだと言いながら、彼女自身、そうして子供たちの面倒を見ることにやりがいを感じていた。そしてまた、そうして大人の立場になって思うこともある。<br>一人で歩いていた頃とは違う何かを、彼女は感じ始めているようだった。,"Apparently, she teaches kendo to the children in the village. In a world like this, it must be difficult for children to run around and play freely. She says it might at least be a good way for them to pass the time.<br><br>For all her complaints, she herself found a sense of purpose in looking after the children. And taking on the role of an adult made her think about things differently too.<br>She seemed to be beginning to feel something different from what she had when she walked alone.",役立つものを探す,Search for useful supplies
minamo2-3,キャラクターエピソード ミナモ : 2 - 3,Character Episode ミナモ : 2 - 3,剣道を教える少女,The Girl Who Teaches Kendo,子供たちを守らなければならない。<br>今までずっと守ってもらう立場だったのだと彼女は言う。でも今暮らす村で、彼女は大人とみなされることもある。そうして今まで感じたことのなかった気持ちで、子供たちのことを見ている。<br><br>あの息苦しさは、もしかしたら、そんな大人たちの思いによってつくられていたのかもしれない。<br>そう納得して、でも、納得してしまうことが悔しいと、彼女は言った。,"She has to protect the children.<br>She says she had always been the one being protected. But in the village where she lives now, she is sometimes seen as an adult. She looks at the children with feelings she had never experienced before.<br><br>Maybe that suffocating feeling was created by the feelings of adults like that.<br>She said she could accept that—but she was frustrated that she could.",役立つものを探す,Search for useful supplies
