id,_name<jpn>,name<eng>,_ruby<jpn>,ruby<eng>,_description<jpn>,description<eng>
collection09,割れて動かない腕時計,<PLEASE_TRANSLATE>,われてうごかないうでどけい,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection10,自由に育った小さなプランター,<PLEASE_TRANSLATE>,じゆうにそだったちいさなぷらんたー,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection11,精巧なロケットの模型,<PLEASE_TRANSLATE>,せいこうなろけっとのもけい,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection12,電源の切れたガラケー,<PLEASE_TRANSLATE>,でんげんのきれたがらけー,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection13,おばけが主役の絵本,<PLEASE_TRANSLATE>,おばけがしゅやくのえほん,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection14,上品なティーカップ,<PLEASE_TRANSLATE>,じょうひんなてぃーかっぷ,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection15,無骨なガスランタン,<PLEASE_TRANSLATE>,ぶこつながすらんたん,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection100,プレゼントの入った赤い靴下,<PLEASE_TRANSLATE>,ぷれぜんとのはいったあかいくつした,<PLEASE_TRANSLATE>,蒐集品　（クリスマス限定）<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection101,板チョコの詰まった箱,<PLEASE_TRANSLATE>,いたちょこのつまったはこ,<PLEASE_TRANSLATE>,蒐集品　（バレンタイン限定）<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection102,オバケのキャンディー,<PLEASE_TRANSLATE>,おばけのきゃんでぃー,<PLEASE_TRANSLATE>,蒐集品　（ハロウィン限定）<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
-,,,,,,
