id,_name<jpn>,name<eng>,_ruby<jpn>,ruby<eng>,_description<jpn>,description<eng>
memory-itsuka11,最近まで人がいた跡,Signs that someone was here until recently,さいきんまでひとがいたあと,signs that someone was here until recently,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-itsuka12,避難先を書き記したメモ,Note giving a place of refuge,ひなんさきをかきしるしためも,note giving a place of refuge,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-meguru10,真新しい絵筆,Brand-new paintbrush,まあたらしいえふで,brand-new paintbrush,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-meguru11,真っ白なキャンバス,Blank canvas,まっしろなきゃんばす,blank canvas,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-meguru12,古びたイーゼル,Old easel,ふるびたいーぜる,old easel,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-any00,頭の大きな木彫りの羊,Large-headed wooden sheep,きぼりのひつじ,large-headed wooden sheep,エピソード進行アイテム。エピソード進行条件を<red>スキップ</red>することができます。<br>（一部、スキップできないエピソードもあります）,Episode progression item. It can <red>skip</red> episode progression requirements.<br>(Some episodes cannot be skipped.)
memory-any01,三毛猫のぬいぐるみ,Calico cat plushie,みけねこのぬいぐるみ,calico cat plushie,エピソード進行アイテム。エピソード進行条件を<red>スキップ</red>することができます。<br>（一部、スキップできないエピソードもあります）,Episode progression item. It can <red>skip</red> episode progression requirements.<br>(Some episodes cannot be skipped.)
memory-any02,電子オルゴールの木箱,Electronic music box in a wooden case,でんしおるごーるのきばこ,electronic music box in a wooden case,エピソード進行アイテム。エピソード進行条件を<red>スキップ</red>することができます。<br>（一部、スキップできないエピソードもあります）,Episode progression item. It can <red>skip</red> episode progression requirements.<br>(Some episodes cannot be skipped.)
-,,,,,,
coin00,油絵具のチューブ,Tube of oil paint,あぶらえのぐのちゅーぶ,tube of oil paint,チューブの油絵具。20号と書かれている。<br>誰かほしがっている人がいるかも。,A tube of oil paint. It is marked “No. 20”.<br>Someone might be looking for it.
-,,,,,,
collection01,穏やかな丘の描かれた絵,Painting of a peaceful hill,おだやかなおかのえがかれたえ,painting of a peaceful hill,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection02,弾けそうなギター,Ready-to-burst guitar,ひけそうなぎたー,ready-to-burst guitar,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection03,吸血鬼の恋を描いた小説,Novel about a vampire's love,きゅうけつきのこいをえがいたしょうせつ,novel about a vampire's love,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection04,タイトルの読めないレコード,Record with an unreadable title,たいとるのよめないれこーど,record with an unreadable title,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection05,真っ白な帆を広げたボトルシップ,Bottle ship with full white sails,まっしろなほをひろげたぼとるしっぷ,bottle ship with full white sails,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection06,曲名のわからないオルゴール,Music box with an unknown song,きょくめいのわからないおるごーる,music box with an unknown song,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection07,押し花のしおりが挟まった詩集,Poetry collection with a pressed-flower bookmark,おしばなのしおりがはさまったししゅう,poetry collection with a pressed-flower bookmark,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection08,書き始めたばかりの日記帳,Diary just started,かきはじめたばかりのにっきちょう,diary just started,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection09,割れて動かない腕時計,Cracked， motionless wristwatch,われてうごかないうでどけい,cracked， motionless wristwatch,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection10,自由に育った小さなプランター,Small planter growing freely,じゆうにそだったちいさなぷらんたー,small planter growing freely,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection11,精巧なロケットの模型,Detailed rocket model,せいこうなろけっとのもけい,detailed rocket model,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection12,電源の切れたガラケー,Dead flip phone,でんげんのきれたがらけー,dead flip phone,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection13,おばけが主役の絵本,Picture book starring ghosts,おばけがしゅやくのえほん,picture book starring ghosts,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection14,上品なティーカップ,Elegant teacup,じょうひんなてぃーかっぷ,elegant teacup,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection15,無骨なガスランタン,Rugged gas lantern,ぶこつながすらんたん,rugged gas lantern,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection No.{0}<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection100,プレゼントの入った赤い靴下,Red stocking with a present inside,ぷれぜんとのはいったあかいくつした,red stocking with a present inside,蒐集品　（クリスマス限定）<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection (Christmas limited)<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection101,板チョコの詰まった箱,Box full of chocolate bars,いたちょこのつまったはこ,box full of chocolate bars,蒐集品　（バレンタイン限定）<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection (Valentine's limited)<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
collection102,オバケのキャンディー,Ghost candy,おばけのきゃんでぃー,ghost candy,蒐集品　（ハロウィン限定）<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,Collection (Halloween limited)<br>(Select it at the storage shelf to view a <red>mini-episode</red>.)
-,,,,,,
